sample_id,h2d_ms,kernel_ms,k1_ms,k2_ms,k3_ms,d2h_ms,total_ms,predicted,actual,correct
81,0.048,0.453,0.233,0.025,0.183,0.100,0.601,0,0,1
82,0.049,0.453,0.233,0.025,0.184,0.025,0.526,0,0,1
83,0.048,0.453,0.232,0.025,0.183,0.069,0.569,0,0,1
84,0.028,0.454,0.234,0.024,0.183,0.025,0.507,0,0,1
85,0.024,0.474,0.237,0.031,0.192,0.069,0.567,0,0,1
86,0.062,0.454,0.234,0.025,0.183,0.026,0.542,6,0,1
91,0.027,0.454,0.234,0.025,0.183,0.025,0.506,4,0,1
93,0.037,0.489,0.242,0.026,0.183,0.073,0.599,0,0,1
94,0.052,0.458,0.236,0.025,0.184,0.025,0.535,0,0,1
95,0.056,0.453,0.233,0.025,0.183,0.070,0.579,0,0,1
96,0.028,0.453,0.233,0.025,0.184,0.025,0.506,4,0,1
99,0.046,0.458,0.233,0.027,0.186,0.047,0.551,0,0,1
100,0.030,0.455,0.234,0.027,0.183,0.027,0.511,0,0,1
101,0.056,0.453,0.233,0.025,0.184,0.068,0.577,6,0,1
104,0.027,0.454,0.234,0.025,0.183,0.024,0.505,0,0,1
105,0.048,0.462,0.240,0.025,0.183,0.026,0.535,4,0,1
107,0.048,0.454,0.235,0.024,0.183,0.097,0.599,0,0,1
108,0.048,0.453,0.233,0.025,0.183,0.024,0.525,0,0,1
109,0.059,0.453,0.233,0.025,0.184,0.024,0.536,4,0,1
111,0.027,0.452,0.232,0.025,0.184,0.025,0.504,4,0,1
113,0.046,0.484,0.234,0.026,0.183,0.123,0.653,0,0,1
114,0.072,0.459,0.233,0.027,0.185,0.026,0.557,5,0,1
118,0.060,0.469,0.237,0.029,0.188,0.033,0.562,6,0,1
121,0.049,0.526,0.262,0.065,0.187,0.069,0.644,6,0,1
123,0.120,0.504,0.238,0.065,0.187,0.026,0.649,0,0,1
124,0.059,0.506,0.233,0.067,0.193,0.033,0.597,0,0,1
125,0.115,0.491,0.234,0.032,0.187,0.042,0.648,0,0,1
126,0.030,0.510,0.238,0.070,0.188,0.032,0.572,0,0,1
127,0.116,0.464,0.235,0.030,0.187,0.026,0.606,6,0,1
130,0.052,0.538,0.266,0.068,0.188,0.068,0.658,4,0,1
133,0.126,0.519,0.238,0.067,0.188,0.026,0.670,0,0,1
134,0.049,0.532,0.264,0.068,0.188,0.067,0.648,0,0,1
135,0.127,0.462,0.234,0.027,0.188,0.026,0.616,0,0,1
136,0.048,0.497,0.233,0.064,0.187,0.031,0.576,0,0,1
137,0.117,0.491,0.235,0.030,0.187,0.041,0.648,0,0,1
138,0.057,0.480,0.242,0.033,0.188,0.037,0.574,0,0,1
139,0.128,0.463,0.235,0.028,0.187,0.029,0.619,0,0,1
140,0.058,0.497,0.262,0.029,0.193,0.067,0.622,4,0,1
145,0.128,0.475,0.246,0.030,0.187,0.026,0.629,0,0,1
146,0.048,0.489,0.263,0.028,0.186,0.067,0.603,0,0,1
147,0.048,0.462,0.234,0.028,0.188,0.032,0.541,3,0,1
149,0.127,0.464,0.234,0.028,0.189,0.028,0.620,0,0,1
150,0.027,0.467,0.236,0.030,0.187,0.035,0.529,0,0,1
151,0.119,0.464,0.234,0.029,0.187,0.026,0.609,0,0,1
152,0.100,0.517,0.238,0.066,0.190,0.026,0.643,4,0,1
158,0.120,0.515,0.236,0.066,0.190,0.026,0.661,9,0,1
160,0.047,0.534,0.261,0.074,0.188,0.098,0.680,0,0,1
161,0.027,0.493,0.236,0.040,0.198,0.045,0.565,4,0,1
163,0.049,0.507,0.236,0.070,0.187,0.032,0.587,4,0,1
165,0.115,0.496,0.235,0.062,0.187,0.027,0.639,0,0,1
166,0.123,0.463,0.235,0.028,0.187,0.038,0.624,4,0,1
168,0.115,0.516,0.238,0.066,0.189,0.026,0.657,6,0,1
172,0.031,0.494,0.266,0.028,0.187,0.067,0.592,0,0,1
173,0.117,0.482,0.246,0.028,0.188,0.030,0.629,0,0,1
174,0.115,0.463,0.235,0.028,0.187,0.027,0.605,6,0,1
176,0.046,0.535,0.262,0.072,0.189,0.067,0.648,0,0,1
177,0.095,0.498,0.237,0.062,0.187,0.025,0.618,0,0,1
178,0.094,0.499,0.236,0.063,0.187,0.026,0.618,5,0,1
180,0.029,0.518,0.236,0.082,0.187,0.070,0.617,0,0,1
181,0.126,0.500,0.237,0.063,0.188,0.038,0.664,0,0,1
182,0.060,0.531,0.263,0.069,0.187,0.079,0.670,0,0,1
183,0.094,0.523,0.239,0.072,0.189,0.025,0.642,0,0,1
184,0.034,0.493,0.263,0.029,0.188,0.067,0.595,0,0,1
185,0.127,0.466,0.237,0.027,0.188,0.029,0.622,0,0,1
186,0.044,0.478,0.242,0.031,0.187,0.030,0.552,4,0,1
188,0.096,0.466,0.236,0.028,0.188,0.027,0.589,7,0,1
190,0.094,0.465,0.236,0.028,0.187,0.034,0.592,2,0,1
192,0.045,0.467,0.236,0.029,0.188,0.028,0.541,0,0,1
193,0.111,0.465,0.237,0.028,0.186,0.026,0.602,0,0,1
194,0.026,0.503,0.235,0.066,0.190,0.026,0.555,0,0,1
195,0.098,0.499,0.235,0.063,0.187,0.026,0.622,0,0,1
196,0.045,0.503,0.235,0.067,0.189,0.027,0.575,0,0,1
197,0.046,0.468,0.236,0.029,0.189,0.028,0.542,4,0,1
199,0.068,0.466,0.237,0.028,0.187,0.026,0.560,0,0,1
200,0.027,0.465,0.235,0.028,0.190,0.026,0.517,0,0,1
201,0.093,0.462,0.236,0.028,0.188,0.026,0.581,0,0,1
202,0.026,0.461,0.234,0.028,0.188,0.026,0.514,0,0,1
203,0.045,0.460,0.235,0.027,0.186,0.026,0.532,4,0,1
205,0.113,0.463,0.235,0.029,0.186,0.027,0.603,0,0,1
206,0.026,0.464,0.235,0.028,0.188,0.027,0.517,0,0,1
207,0.025,0.459,0.233,0.028,0.186,0.026,0.510,7,0,1
209,0.113,0.462,0.236,0.027,0.186,0.026,0.601,0,0,1
210,0.026,0.469,0.242,0.028,0.186,0.028,0.523,2,0,1
213,0.112,0.463,0.236,0.028,0.187,0.026,0.601,0,0,1
214,0.027,0.462,0.235,0.027,0.188,0.025,0.514,0,0,1
215,0.126,0.461,0.235,0.028,0.186,0.026,0.613,0,0,1
216,0.097,0.462,0.235,0.027,0.188,0.025,0.584,4,0,1
218,0.026,0.465,0.236,0.027,0.189,0.028,0.519,0,0,1
219,0.065,0.464,0.237,0.029,0.186,0.026,0.555,0,0,1
220,0.046,0.462,0.236,0.028,0.186,0.026,0.534,0,0,1
221,0.097,0.462,0.235,0.028,0.188,0.026,0.585,0,0,1
222,0.026,0.462,0.235,0.028,0.188,0.026,0.514,0,0,1
223,0.096,0.461,0.236,0.027,0.186,0.026,0.583,0,0,1
224,0.046,0.460,0.235,0.027,0.186,0.027,0.532,0,0,1
225,0.114,0.464,0.235,0.029,0.188,0.035,0.613,0,0,1
226,0.026,0.465,0.236,0.029,0.188,0.026,0.518,0,0,1
227,0.027,0.461,0.236,0.027,0.186,0.026,0.514,6,0,1
229,0.115,0.463,0.236,0.028,0.188,0.026,0.604,0,0,1
230,0.118,0.460,0.236,0.026,0.186,0.026,0.605,4,0,1
232,0.097,0.506,0.237,0.068,0.190,0.025,0.629,4,0,1
234,0.026,0.505,0.236,0.069,0.188,0.026,0.557,0,0,1
235,0.115,0.503,0.235,0.068,0.188,0.025,0.644,0,0,1
236,0.046,0.464,0.237,0.029,0.186,0.026,0.537,0,0,1
237,0.097,0.463,0.236,0.028,0.188,0.025,0.585,0,0,1
238,0.027,0.470,0.236,0.034,0.188,0.028,0.525,0,0,1
239,0.045,0.497,0.234,0.064,0.187,0.026,0.568,2,0,1
241,0.097,0.504,0.236,0.068,0.187,0.026,0.627,0,0,1
242,0.097,0.462,0.237,0.027,0.186,0.026,0.585,2,0,1
244,0.045,0.502,0.235,0.064,0.188,0.027,0.575,0,0,1
245,0.065,0.501,0.236,0.066,0.187,0.027,0.593,0,0,1
246,0.027,0.505,0.237,0.067,0.189,0.026,0.558,0,0,1
247,0.096,0.500,0.236,0.064,0.187,0.026,0.622,0,0,1
248,0.045,0.502,0.234,0.067,0.189,0.027,0.573,4,0,1
251,0.096,0.483,0.252,0.031,0.187,0.026,0.606,0,0,1
252,0.097,0.507,0.235,0.073,0.188,0.026,0.630,4,0,1
254,0.045,0.500,0.236,0.064,0.187,0.027,0.572,0,0,1
255,0.097,0.464,0.236,0.028,0.187,0.039,0.600,0,0,1
256,0.026,0.504,0.236,0.066,0.189,0.027,0.557,0,0,1
257,0.047,0.508,0.237,0.069,0.187,0.028,0.582,5,0,1
259,0.027,0.502,0.235,0.067,0.187,0.027,0.556,6,0,1
261,0.026,0.505,0.236,0.067,0.189,0.026,0.556,6,0,1
265,0.096,0.501,0.235,0.067,0.187,0.026,0.622,0,0,1
266,0.026,0.466,0.236,0.029,0.188,0.026,0.517,0,0,1
267,0.114,0.462,0.234,0.028,0.188,0.026,0.601,0,0,1
268,0.026,0.501,0.236,0.066,0.187,0.026,0.554,0,0,1
269,0.028,0.512,0.236,0.073,0.190,0.026,0.566,4,0,1
271,0.097,0.503,0.236,0.068,0.188,0.025,0.625,0,0,1
272,0.025,0.503,0.236,0.068,0.187,0.026,0.554,0,0,1
273,0.115,0.504,0.236,0.068,0.187,0.026,0.645,0,0,1
274,0.115,0.460,0.235,0.027,0.186,0.026,0.601,4,0,1
276,0.117,0.504,0.236,0.068,0.187,0.026,0.647,4,0,1
280,0.027,0.462,0.236,0.027,0.186,0.026,0.516,0,0,1
281,0.096,0.463,0.236,0.027,0.188,0.026,0.585,0,0,1
282,0.026,0.461,0.234,0.027,0.187,0.027,0.514,0,0,1
283,0.085,0.462,0.235,0.028,0.187,0.026,0.572,0,0,1
284,0.096,0.461,0.235,0.028,0.185,0.026,0.583,6,0,1
286,0.027,0.465,0.236,0.030,0.187,0.026,0.518,0,0,1
287,0.097,0.463,0.235,0.028,0.188,0.026,0.586,0,0,1
288,0.046,0.463,0.236,0.027,0.188,0.026,0.535,0,0,1
289,0.026,0.487,0.234,0.028,0.186,0.031,0.544,4,0,1
291,0.098,0.468,0.239,0.027,0.187,0.027,0.593,0,0,1
292,0.044,0.464,0.236,0.028,0.188,0.027,0.535,0,0,1
293,0.117,0.463,0.235,0.028,0.188,0.026,0.606,0,0,1
294,0.027,0.462,0.235,0.027,0.188,0.027,0.515,0,0,1
295,0.097,0.462,0.236,0.027,0.186,0.027,0.586,0,0,1
296,0.112,0.460,0.236,0.027,0.186,0.026,0.598,6,0,1
298,0.097,0.461,0.234,0.028,0.186,0.027,0.586,7,0,1
300,0.026,0.462,0.237,0.026,0.186,0.026,0.514,0,0,1
301,0.046,0.464,0.237,0.029,0.186,0.027,0.538,4,0,1
303,0.025,0.501,0.235,0.064,0.189,0.026,0.552,4,0,1
305,0.116,0.501,0.236,0.066,0.187,0.027,0.644,0,0,1
306,0.096,0.500,0.235,0.066,0.187,0.027,0.623,4,0,1
308,0.025,0.463,0.235,0.028,0.187,0.028,0.517,0,0,1
309,0.056,0.461,0.236,0.027,0.186,0.026,0.543,4,0,1
311,0.097,0.461,0.236,0.027,0.186,0.025,0.583,0,0,1
312,0.056,0.462,0.234,0.028,0.188,0.026,0.543,6,0,1
315,0.124,0.489,0.237,0.029,0.186,0.031,0.643,0,0,1
316,0.027,0.469,0.238,0.028,0.188,0.027,0.522,0,0,1
317,0.044,0.461,0.236,0.028,0.186,0.026,0.532,4,0,1
319,0.026,0.462,0.234,0.027,0.188,0.027,0.515,3,0,1
321,0.096,0.462,0.234,0.028,0.187,0.026,0.584,0,0,1
322,0.097,0.501,0.236,0.066,0.187,0.026,0.624,4,0,1
326,0.025,0.461,0.235,0.027,0.186,0.027,0.513,0,0,1
327,0.095,0.505,0.237,0.066,0.188,0.026,0.627,4,0,1
330,0.116,0.499,0.235,0.064,0.187,0.026,0.642,5,0,1
332,0.089,0.498,0.246,0.043,0.192,0.099,0.686,4,0,1
336,0.097,0.477,0.237,0.033,0.192,0.102,0.675,6,0,1
338,0.028,0.472,0.236,0.031,0.190,0.027,0.528,0,0,1
339,0.098,0.476,0.236,0.031,0.194,0.103,0.676,0,0,1
340,0.028,0.475,0.237,0.031,0.192,0.029,0.532,0,0,1
341,0.065,0.471,0.236,0.032,0.188,0.101,0.636,0,0,1
342,0.097,0.473,0.237,0.031,0.190,0.100,0.669,4,0,1
344,0.031,0.471,0.236,0.031,0.189,0.027,0.529,0,0,1
345,0.096,0.469,0.236,0.030,0.190,0.100,0.665,0,0,1
346,0.028,0.470,0.236,0.031,0.189,0.032,0.529,0,0,1
347,0.110,0.504,0.238,0.031,0.194,0.114,0.728,0,0,1
348,0.031,0.477,0.241,0.030,0.189,0.028,0.537,0,0,1
349,0.097,0.473,0.238,0.031,0.189,0.099,0.670,0,0,1
350,0.028,0.469,0.235,0.031,0.189,0.027,0.524,0,0,1
351,0.096,0.478,0.235,0.031,0.197,0.099,0.672,0,0,1
352,0.030,0.471,0.236,0.031,0.189,0.027,0.528,0,0,1
353,0.108,0.497,0.238,0.030,0.189,0.115,0.720,0,0,1
354,0.032,0.478,0.239,0.031,0.190,0.029,0.539,0,0,1
355,0.120,0.471,0.237,0.031,0.189,0.101,0.692,0,0,1
356,0.029,0.471,0.237,0.030,0.189,0.028,0.528,0,0,1
357,0.115,0.479,0.237,0.030,0.190,0.100,0.694,6,0,1
360,0.030,0.472,0.238,0.030,0.189,0.027,0.529,0,0,1
361,0.097,0.471,0.237,0.030,0.190,0.099,0.667,0,0,1
362,0.096,0.472,0.237,0.031,0.190,0.100,0.667,4,0,1
364,0.115,0.471,0.235,0.031,0.190,0.099,0.686,2,0,1
368,0.096,0.470,0.237,0.030,0.189,0.100,0.666,4,0,1
370,0.096,0.471,0.237,0.031,0.189,0.099,0.666,4,0,1
374,0.028,0.472,0.238,0.031,0.189,0.028,0.528,0,0,1
375,0.096,0.480,0.235,0.030,0.197,0.049,0.625,0,0,1
376,0.058,0.507,0.248,0.046,0.193,0.032,0.597,0,0,1
377,0.032,0.471,0.236,0.031,0.190,0.029,0.531,5,0,1
383,0.030,0.479,0.238,0.037,0.189,0.029,0.538,6,0,1
385,0.099,0.471,0.237,0.031,0.189,0.030,0.600,0,0,1
386,0.049,0.469,0.236,0.031,0.189,0.028,0.546,0,0,1
387,0.097,0.475,0.236,0.031,0.194,0.030,0.602,2,0,1
390,0.097,0.472,0.237,0.031,0.189,0.029,0.598,4,0,1
394,0.096,0.472,0.237,0.031,0.190,0.030,0.598,4,0,1
396,0.049,0.471,0.237,0.030,0.189,0.028,0.548,0,0,1
397,0.052,0.472,0.238,0.031,0.189,0.030,0.554,4,0,1
399,0.051,0.471,0.237,0.031,0.189,0.028,0.550,5,0,1
401,0.096,0.492,0.240,0.031,0.198,0.043,0.631,0,0,1
402,0.089,0.492,0.243,0.038,0.191,0.050,0.631,0,0,1
403,0.075,0.478,0.240,0.032,0.189,0.038,0.590,0,0,1
404,0.039,0.473,0.239,0.031,0.189,0.035,0.546,1,0,1
407,0.036,0.470,0.237,0.031,0.189,0.038,0.544,4,0,1
409,0.042,0.477,0.242,0.031,0.189,0.038,0.558,6,0,1
411,0.096,0.479,0.240,0.030,0.189,0.039,0.614,0,0,1
412,0.057,0.474,0.239,0.031,0.189,0.038,0.569,0,0,1
413,0.097,0.481,0.239,0.031,0.190,0.036,0.614,0,0,1
414,0.037,0.472,0.237,0.031,0.190,0.038,0.546,0,0,1
415,0.055,0.471,0.238,0.031,0.189,0.038,0.564,4,0,1
419,0.097,0.472,0.238,0.031,0.190,0.035,0.605,0,0,1
420,0.058,0.472,0.237,0.031,0.189,0.039,0.569,0,0,1
421,0.097,0.472,0.238,0.030,0.189,0.035,0.604,0,0,1
422,0.066,0.474,0.240,0.031,0.189,0.039,0.580,2,0,1
424,0.039,0.473,0.237,0.031,0.190,0.038,0.550,0,0,1
425,0.035,0.472,0.238,0.031,0.189,0.037,0.544,3,0,1
429,0.094,0.474,0.238,0.031,0.189,0.037,0.605,0,0,1
430,0.069,0.472,0.238,0.030,0.189,0.041,0.582,0,0,1
431,0.094,0.472,0.238,0.030,0.189,0.036,0.602,0,0,1
432,0.037,0.472,0.238,0.030,0.189,0.038,0.547,0,0,1
433,0.094,0.473,0.238,0.031,0.189,0.035,0.602,0,0,1
434,0.036,0.473,0.238,0.031,0.190,0.037,0.547,0,0,1
435,0.056,0.474,0.241,0.030,0.189,0.037,0.567,3,0,1
437,0.095,0.474,0.239,0.031,0.189,0.039,0.608,0,0,1
438,0.056,0.471,0.238,0.031,0.189,0.034,0.560,0,0,1
439,0.095,0.472,0.236,0.031,0.190,0.035,0.601,0,0,1
440,0.050,0.473,0.238,0.030,0.190,0.038,0.560,0,0,1
441,0.039,0.472,0.237,0.031,0.189,0.037,0.547,4,0,1
443,0.093,0.473,0.238,0.031,0.189,0.037,0.603,0,0,1
444,0.056,0.472,0.237,0.031,0.190,0.038,0.566,0,0,1
445,0.094,0.472,0.237,0.031,0.189,0.034,0.600,0,0,1
446,0.036,0.472,0.238,0.031,0.189,0.034,0.542,0,0,1
447,0.094,0.473,0.239,0.030,0.190,0.043,0.610,0,0,1
448,0.035,0.516,0.238,0.032,0.189,0.101,0.652,0,0,1
449,0.098,0.472,0.238,0.030,0.189,0.034,0.604,4,0,1
452,0.056,0.476,0.239,0.033,0.189,0.099,0.630,0,0,1
453,0.096,0.473,0.239,0.031,0.189,0.037,0.606,0,0,1
454,0.113,0.474,0.239,0.031,0.189,0.038,0.624,3,0,1
456,0.097,0.479,0.237,0.031,0.189,0.036,0.612,7,0,1
458,0.075,0.504,0.250,0.037,0.192,0.066,0.645,4,0,1
460,0.076,0.535,0.245,0.035,0.191,0.112,0.723,0,0,1
461,0.074,0.493,0.244,0.035,0.191,0.106,0.673,3,0,1
463,0.043,0.493,0.244,0.034,0.192,0.092,0.628,2,0,1
465,0.103,0.495,0.246,0.035,0.190,0.063,0.661,0,0,1
466,0.103,0.493,0.245,0.033,0.191,0.060,0.656,3,0,1
468,0.072,0.492,0.245,0.032,0.192,0.105,0.669,0,0,1
469,0.102,0.492,0.244,0.033,0.192,0.062,0.656,0,0,1
470,0.082,0.498,0.248,0.035,0.191,0.105,0.684,0,0,1
471,0.071,0.492,0.244,0.035,0.191,0.105,0.667,5,0,1
473,0.112,0.495,0.246,0.035,0.190,0.061,0.669,5,0,1
476,0.073,0.493,0.245,0.034,0.191,0.106,0.672,0,0,1
477,0.105,0.493,0.246,0.032,0.192,0.059,0.657,0,0,1
478,0.047,0.492,0.244,0.033,0.191,0.104,0.643,0,0,1
479,0.116,0.489,0.246,0.033,0.188,0.060,0.665,0,0,1
480,0.109,0.494,0.246,0.033,0.188,0.061,0.664,6,0,1
482,0.105,0.479,0.242,0.029,0.187,0.058,0.642,4,0,1
484,0.063,0.479,0.243,0.028,0.188,0.105,0.646,0,0,1
485,0.103,0.497,0.242,0.044,0.188,0.062,0.662,0,0,1
486,0.065,0.480,0.244,0.028,0.188,0.066,0.611,0,0,1
487,0.105,0.482,0.243,0.031,0.187,0.056,0.642,0,0,1
488,0.061,0.480,0.241,0.029,0.190,0.104,0.645,0,0,1
489,0.104,0.479,0.242,0.028,0.187,0.059,0.642,0,0,1
490,0.035,0.479,0.242,0.030,0.187,0.107,0.621,0,0,1
491,0.114,0.482,0.244,0.031,0.186,0.058,0.655,0,0,1
492,0.036,0.478,0.241,0.028,0.187,0.105,0.619,0,0,1
493,0.104,0.478,0.241,0.029,0.187,0.056,0.639,0,0,1
494,0.062,0.478,0.243,0.028,0.187,0.104,0.644,0,0,1
495,0.104,0.478,0.241,0.029,0.188,0.059,0.641,0,0,1
496,0.102,0.480,0.244,0.028,0.187,0.060,0.642,4,0,1
498,0.064,0.481,0.242,0.029,0.188,0.104,0.649,0,0,1
499,0.062,0.480,0.242,0.031,0.188,0.105,0.647,1,0,1
501,0.105,0.478,0.242,0.029,0.188,0.056,0.639,0,0,1
502,0.038,0.479,0.242,0.029,0.186,0.102,0.619,0,0,1
503,0.103,0.481,0.244,0.031,0.187,0.060,0.644,0,0,1
504,0.069,0.480,0.243,0.028,0.187,0.105,0.654,0,0,1
505,0.104,0.479,0.241,0.029,0.187,0.062,0.645,0,0,1
506,0.036,0.482,0.242,0.029,0.191,0.105,0.624,0,0,1
507,0.106,0.531,0.244,0.031,0.186,0.069,0.706,0,0,1
508,0.065,0.489,0.245,0.030,0.187,0.106,0.660,0,0,1
509,0.105,0.481,0.241,0.029,0.187,0.062,0.647,0,0,1
510,0.062,0.478,0.242,0.030,0.186,0.105,0.645,0,0,1
511,0.034,0.484,0.243,0.028,0.191,0.074,0.592,4,0,1
513,0.074,0.481,0.243,0.029,0.187,0.060,0.614,0,0,1
514,0.035,0.483,0.246,0.031,0.187,0.105,0.624,0,0,1
515,0.105,0.482,0.244,0.031,0.187,0.059,0.646,4,0,1
518,0.062,0.522,0.243,0.030,0.189,0.114,0.698,0,0,1
519,0.104,0.497,0.248,0.034,0.188,0.061,0.662,0,0,1
520,0.103,0.478,0.243,0.030,0.186,0.062,0.643,4,0,1
522,0.062,0.481,0.244,0.030,0.187,0.104,0.647,0,0,1
523,0.104,0.481,0.241,0.029,0.188,0.062,0.648,0,0,1
524,0.104,0.480,0.242,0.029,0.188,0.056,0.641,4,0,1
526,0.061,0.477,0.241,0.029,0.187,0.104,0.642,0,0,1
527,0.104,0.485,0.243,0.036,0.187,0.055,0.645,0,0,1
528,0.036,0.478,0.241,0.028,0.188,0.106,0.620,0,0,1
529,0.113,0.518,0.242,0.029,0.187,0.064,0.695,0,0,1
530,0.038,0.491,0.247,0.031,0.187,0.106,0.635,0,0,1
531,0.103,0.479,0.242,0.029,0.187,0.062,0.643,4,0,1
534,0.061,0.498,0.259,0.032,0.186,0.075,0.635,0,0,1
535,0.103,0.480,0.242,0.029,0.187,0.060,0.643,0,0,1
536,0.064,0.479,0.241,0.029,0.187,0.106,0.649,0,0,1
537,0.103,0.479,0.242,0.029,0.187,0.062,0.644,0,0,1
538,0.062,0.477,0.243,0.030,0.186,0.105,0.645,0,0,1
539,0.104,0.478,0.240,0.029,0.187,0.068,0.650,0,0,1
540,0.037,0.522,0.244,0.030,0.187,0.116,0.674,0,0,1
541,0.106,0.489,0.247,0.029,0.187,0.065,0.660,0,0,1
542,0.063,0.481,0.243,0.029,0.187,0.105,0.648,0,0,1
543,0.103,0.478,0.242,0.029,0.187,0.059,0.640,0,0,1
544,0.106,0.518,0.242,0.029,0.188,0.067,0.691,7,0,1
546,0.065,0.491,0.247,0.030,0.186,0.106,0.663,0,0,1
547,0.104,0.480,0.243,0.029,0.187,0.061,0.645,0,0,1
548,0.063,0.480,0.244,0.028,0.188,0.105,0.647,0,0,1
549,0.103,0.480,0.242,0.029,0.188,0.058,0.641,0,0,1
550,0.103,0.479,0.242,0.029,0.187,0.060,0.642,4,0,1
554,0.053,0.481,0.243,0.031,0.188,0.105,0.639,0,0,1
555,0.102,0.477,0.240,0.028,0.188,0.058,0.637,0,0,1
556,0.062,0.521,0.244,0.030,0.187,0.114,0.697,0,0,1
557,0.104,0.489,0.247,0.030,0.186,0.064,0.658,0,0,1
558,0.065,0.481,0.244,0.029,0.186,0.106,0.652,0,0,1
559,0.103,0.480,0.243,0.029,0.188,0.064,0.647,0,0,1
