sample_id,h2d_ms,kernel_ms,k1_ms,k2_ms,k3_ms,d2h_ms,total_ms,predicted,actual,correct
105,0.035,1.298,1.167,0.034,0.073,0.033,1.366,0,0,1
106,0.064,1.312,1.167,0.030,0.075,0.052,1.427,0,0,1
107,0.037,1.290,1.166,0.027,0.073,0.036,1.362,0,0,1
108,0.059,1.290,1.166,0.026,0.073,0.049,1.398,0,0,1
109,0.037,1.291,1.167,0.026,0.073,0.037,1.365,0,0,1
110,0.057,1.288,1.165,0.027,0.073,0.046,1.392,0,0,1
111,0.036,1.328,1.165,0.028,0.111,0.034,1.398,0,0,1
112,0.076,1.329,1.168,0.027,0.109,0.071,1.476,0,0,1
113,0.036,1.350,1.188,0.043,0.091,0.057,1.443,0,0,1
114,0.059,1.316,1.171,0.032,0.086,0.061,1.435,0,0,1
115,0.108,1.317,1.171,0.034,0.084,0.038,1.464,0,0,1
116,0.052,1.340,1.186,0.043,0.084,0.052,1.444,0,0,1
117,0.060,1.302,1.171,0.034,0.076,0.037,1.399,0,0,1
118,0.048,1.295,1.169,0.033,0.076,0.035,1.378,1,0,1
120,0.047,1.295,1.167,0.034,0.078,0.043,1.385,0,0,1
121,0.044,1.291,1.167,0.033,0.076,0.035,1.370,2,0,1
124,0.044,1.328,1.167,0.068,0.076,0.062,1.433,0,0,1
125,0.042,1.326,1.166,0.067,0.077,0.062,1.430,0,0,1
126,0.057,1.345,1.168,0.067,0.095,0.062,1.464,0,0,1
127,0.039,1.370,1.209,0.056,0.085,0.059,1.468,0,0,1
128,0.048,1.310,1.168,0.042,0.083,0.045,1.403,0,0,1
129,0.038,1.367,1.208,0.053,0.085,0.058,1.462,0,0,1
130,0.042,1.309,1.169,0.041,0.082,0.041,1.392,1,0,1
134,0.046,1.321,1.169,0.041,0.094,0.045,1.411,0,0,1
135,0.068,1.307,1.167,0.042,0.081,0.042,1.417,0,0,1
136,0.047,1.304,1.166,0.040,0.082,0.044,1.395,0,0,1
137,0.094,1.311,1.168,0.043,0.084,0.043,1.448,0,0,1
138,0.046,1.308,1.169,0.040,0.083,0.043,1.397,0,0,1
139,0.042,1.310,1.170,0.041,0.082,0.043,1.396,1,0,1
141,0.095,1.306,1.166,0.042,0.081,0.041,1.442,0,0,1
142,0.046,1.309,1.169,0.040,0.084,0.045,1.400,0,0,1
143,0.067,1.310,1.167,0.043,0.084,0.044,1.421,0,0,1
144,0.096,1.311,1.167,0.042,0.084,0.043,1.450,1,0,1
146,0.046,1.305,1.167,0.040,0.081,0.042,1.393,0,0,1
147,0.096,1.310,1.168,0.043,0.083,0.041,1.447,0,0,1
148,0.048,1.309,1.168,0.041,0.082,0.044,1.401,0,0,1
149,0.095,1.309,1.169,0.041,0.083,0.041,1.444,0,0,1
150,0.047,1.307,1.168,0.040,0.083,0.046,1.400,0,0,1
151,0.067,1.309,1.167,0.041,0.084,0.042,1.418,0,0,1
152,0.046,1.307,1.167,0.040,0.083,0.043,1.395,0,0,1
153,0.095,1.306,1.166,0.042,0.081,0.042,1.442,0,0,1
154,0.046,1.309,1.169,0.040,0.084,0.043,1.399,0,0,1
155,0.095,1.308,1.168,0.040,0.082,0.040,1.443,0,0,1
156,0.046,1.310,1.168,0.042,0.083,0.044,1.401,0,0,1
157,0.095,1.305,1.167,0.041,0.082,0.042,1.441,0,0,1
158,0.046,1.314,1.167,0.041,0.090,0.044,1.404,0,0,1
159,0.067,1.309,1.168,0.041,0.083,0.042,1.418,0,0,1
160,0.045,1.306,1.166,0.040,0.083,0.043,1.394,0,0,1
161,0.095,1.307,1.168,0.040,0.082,0.043,1.445,0,0,1
162,0.043,1.310,1.169,0.040,0.082,0.042,1.395,0,0,1
163,0.095,1.307,1.168,0.041,0.082,0.041,1.443,0,0,1
164,0.047,1.309,1.167,0.043,0.082,0.046,1.402,0,0,1
165,0.095,1.307,1.166,0.042,0.082,0.040,1.441,0,0,1
166,0.046,1.315,1.166,0.041,0.081,0.045,1.406,0,0,1
167,0.068,1.315,1.167,0.042,0.088,0.043,1.426,0,0,1
168,0.094,1.308,1.167,0.042,0.081,0.042,1.444,1,0,1
170,0.047,1.308,1.167,0.041,0.083,0.043,1.398,0,0,1
171,0.095,1.304,1.166,0.040,0.081,0.042,1.441,0,0,1
172,0.045,1.310,1.168,0.042,0.083,0.045,1.400,0,0,1
173,0.097,1.304,1.166,0.040,0.082,0.042,1.443,0,0,1
174,0.046,1.309,1.166,0.039,0.082,0.045,1.400,0,0,1
175,0.067,1.308,1.168,0.042,0.082,0.041,1.416,0,0,1
176,0.046,1.306,1.167,0.040,0.081,0.043,1.395,0,0,1
177,0.095,1.309,1.170,0.042,0.081,0.041,1.445,0,0,1
178,0.047,1.307,1.165,0.042,0.083,0.044,1.397,0,0,1
179,0.095,1.311,1.168,0.044,0.083,0.041,1.448,0,0,1
180,0.046,1.307,1.168,0.041,0.081,0.044,1.397,0,0,1
181,0.095,1.309,1.169,0.042,0.081,0.041,1.444,0,0,1
182,0.046,1.306,1.168,0.040,0.081,0.055,1.407,0,0,1
183,0.076,1.311,1.168,0.043,0.083,0.042,1.429,0,0,1
184,0.048,1.308,1.168,0.040,0.081,0.043,1.399,0,0,1
185,0.095,1.306,1.166,0.042,0.081,0.044,1.445,0,0,1
186,0.046,1.306,1.168,0.040,0.081,0.043,1.395,0,0,1
187,0.046,1.309,1.167,0.043,0.083,0.044,1.399,2,0,1
189,0.096,1.311,1.169,0.041,0.083,0.040,1.448,0,0,1
190,0.044,1.304,1.166,0.040,0.081,0.047,1.395,0,0,1
191,0.067,1.311,1.169,0.043,0.083,0.042,1.420,0,0,1
192,0.047,1.307,1.169,0.040,0.081,0.043,1.398,0,0,1
193,0.094,1.306,1.166,0.042,0.081,0.041,1.442,0,0,1
194,0.046,1.304,1.166,0.041,0.081,0.043,1.393,0,0,1
195,0.095,1.307,1.167,0.041,0.082,0.041,1.443,0,0,1
196,0.046,1.310,1.167,0.044,0.083,0.043,1.400,0,0,1
197,0.094,1.308,1.168,0.041,0.082,0.040,1.442,0,0,1
198,0.046,1.305,1.168,0.040,0.081,0.059,1.410,0,0,1
199,0.067,1.311,1.168,0.042,0.084,0.041,1.419,0,0,1
200,0.046,1.305,1.167,0.041,0.081,0.042,1.393,0,0,1
201,0.095,1.308,1.169,0.041,0.081,0.042,1.445,0,0,1
202,0.047,1.304,1.166,0.040,0.081,0.043,1.394,0,0,1
203,0.095,1.307,1.166,0.042,0.083,0.040,1.442,0,0,1
204,0.096,1.308,1.167,0.041,0.084,0.040,1.444,1,0,1
206,0.047,1.305,1.167,0.040,0.082,0.054,1.406,0,0,1
207,0.067,1.312,1.169,0.043,0.084,0.041,1.420,0,0,1
208,0.046,1.306,1.166,0.042,0.083,0.041,1.393,0,0,1
209,0.095,1.305,1.168,0.041,0.081,0.042,1.443,0,0,1
210,0.046,1.307,1.167,0.041,0.083,0.043,1.396,0,0,1
211,0.096,1.307,1.168,0.040,0.082,0.039,1.442,0,0,1
212,0.096,1.305,1.166,0.041,0.082,0.042,1.444,1,0,1
214,0.046,1.304,1.167,0.039,0.082,0.042,1.392,0,0,1
215,0.070,1.310,1.167,0.043,0.084,0.042,1.423,0,0,1
216,0.046,1.304,1.166,0.040,0.081,0.042,1.392,0,0,1
217,0.096,1.310,1.168,0.042,0.083,0.041,1.447,0,0,1
218,0.095,1.307,1.168,0.040,0.082,0.041,1.443,1,0,1
220,0.046,1.308,1.167,0.042,0.083,0.044,1.398,0,0,1
221,0.096,1.305,1.167,0.040,0.082,0.040,1.442,0,0,1
222,0.046,1.304,1.167,0.040,0.081,0.042,1.392,0,0,1
223,0.076,1.315,1.173,0.043,0.083,0.042,1.434,0,0,1
224,0.097,1.308,1.168,0.042,0.080,0.043,1.448,1,0,1
226,0.095,1.302,1.165,0.041,0.081,0.043,1.440,1,0,1
228,0.096,1.311,1.168,0.045,0.081,0.050,1.456,1,0,1
230,0.069,1.317,1.169,0.049,0.082,0.042,1.428,1,0,1
232,0.044,1.304,1.167,0.044,0.077,0.050,1.398,0,0,1
233,0.073,1.301,1.169,0.042,0.075,0.042,1.416,0,0,1
234,0.047,1.298,1.167,0.040,0.075,0.043,1.389,0,0,1
235,0.043,1.305,1.169,0.043,0.076,0.044,1.392,1,0,1
237,0.053,1.298,1.166,0.041,0.075,0.041,1.392,0,0,1
238,0.040,1.303,1.170,0.041,0.076,0.043,1.387,1,0,1
240,0.047,1.298,1.166,0.041,0.076,0.042,1.387,0,0,1
241,0.045,1.297,1.166,0.040,0.075,0.049,1.391,0,0,1
242,0.043,1.300,1.168,0.040,0.076,0.043,1.386,0,0,1
243,0.046,1.302,1.169,0.040,0.076,0.041,1.388,0,0,1
244,0.043,1.300,1.167,0.040,0.075,0.045,1.388,0,0,1
245,0.047,1.299,1.167,0.040,0.076,0.041,1.387,0,0,1
246,0.047,1.297,1.166,0.040,0.075,0.044,1.387,0,0,1
247,0.043,1.304,1.168,0.042,0.076,0.043,1.390,0,0,1
248,0.047,1.300,1.168,0.041,0.076,0.043,1.390,0,0,1
249,0.044,1.297,1.166,0.041,0.075,0.048,1.389,0,0,1
250,0.047,1.300,1.168,0.041,0.075,0.044,1.391,0,0,1
251,0.042,1.298,1.167,0.040,0.075,0.042,1.382,0,0,1
252,0.046,1.302,1.168,0.042,0.075,0.044,1.391,0,0,1
253,0.043,1.299,1.167,0.040,0.076,0.042,1.384,0,0,1
254,0.046,1.298,1.167,0.040,0.076,0.043,1.387,0,0,1
255,0.045,1.301,1.167,0.043,0.075,0.043,1.389,0,0,1
256,0.048,1.298,1.167,0.041,0.075,0.041,1.386,1,0,1
258,0.046,1.303,1.169,0.042,0.076,0.044,1.393,0,0,1
259,0.043,1.301,1.169,0.040,0.076,0.041,1.385,0,0,1
260,0.048,1.310,1.167,0.053,0.075,0.045,1.403,0,0,1
261,0.043,1.299,1.166,0.041,0.075,0.040,1.382,0,0,1
262,0.046,1.297,1.166,0.040,0.076,0.043,1.386,0,0,1
263,0.051,1.303,1.169,0.041,0.076,0.042,1.395,0,0,1
264,0.046,1.297,1.167,0.040,0.075,0.042,1.385,0,0,1
265,0.049,1.299,1.168,0.042,0.074,0.041,1.389,0,0,1
266,0.045,1.302,1.168,0.042,0.075,0.044,1.391,0,0,1
267,0.047,1.298,1.167,0.042,0.075,0.042,1.387,0,0,1
268,0.068,1.301,1.167,0.042,0.075,0.042,1.411,1,0,1
270,0.047,1.298,1.167,0.040,0.076,0.042,1.387,0,0,1
271,0.039,1.299,1.168,0.041,0.075,0.043,1.381,0,0,1
272,0.046,1.299,1.167,0.041,0.075,0.043,1.389,0,0,1
273,0.047,1.300,1.168,0.040,0.076,0.041,1.388,0,0,1
274,0.046,1.299,1.166,0.041,0.075,0.041,1.386,1,0,1
276,0.041,1.301,1.168,0.041,0.076,0.047,1.390,1,0,1
278,0.046,1.300,1.168,0.041,0.076,0.042,1.389,0,0,1
279,0.044,1.300,1.167,0.040,0.077,0.043,1.387,0,0,1
280,0.046,1.302,1.170,0.042,0.075,0.043,1.392,0,0,1
281,0.044,1.299,1.168,0.040,0.076,0.041,1.384,0,0,1
282,0.046,1.299,1.168,0.040,0.075,0.043,1.388,1,0,1
285,0.044,1.301,1.167,0.042,0.075,0.042,1.386,0,0,1
286,0.046,1.299,1.167,0.041,0.076,0.042,1.387,0,0,1
287,0.048,1.300,1.168,0.040,0.076,0.041,1.389,0,0,1
288,0.046,1.303,1.170,0.042,0.076,0.045,1.395,0,0,1
289,0.046,1.300,1.167,0.041,0.075,0.041,1.386,0,0,1
290,0.047,1.298,1.167,0.040,0.075,0.043,1.388,0,0,1
291,0.046,1.297,1.166,0.040,0.075,0.042,1.385,1,0,1
293,0.048,1.299,1.168,0.041,0.075,0.044,1.391,1,0,1
295,0.042,1.298,1.167,0.040,0.076,0.042,1.382,0,0,1
296,0.045,1.304,1.169,0.042,0.077,0.044,1.394,0,0,1
297,0.046,1.301,1.168,0.041,0.078,0.043,1.390,1,0,1
299,0.043,1.302,1.168,0.043,0.075,0.042,1.388,0,0,1
300,0.047,1.302,1.168,0.041,0.078,0.043,1.391,0,0,1
301,0.045,1.303,1.168,0.041,0.076,0.042,1.390,0,0,1
302,0.044,1.297,1.167,0.039,0.076,0.042,1.384,0,0,1
303,0.043,1.299,1.167,0.040,0.077,0.041,1.384,0,0,1
304,0.044,1.302,1.169,0.042,0.075,0.045,1.391,0,0,1
305,0.041,1.299,1.167,0.040,0.075,0.041,1.381,0,0,1
306,0.047,1.298,1.167,0.040,0.076,0.042,1.388,0,0,1
307,0.040,1.303,1.169,0.041,0.076,0.042,1.385,0,0,1
308,0.046,1.300,1.168,0.041,0.076,0.042,1.388,0,0,1
309,0.043,1.341,1.181,0.064,0.078,0.049,1.433,0,0,1
310,0.044,1.332,1.168,0.072,0.076,0.063,1.438,1,0,1
312,0.060,1.355,1.182,0.078,0.077,0.063,1.479,0,0,1
313,0.042,1.327,1.167,0.069,0.076,0.062,1.432,0,0,1
314,0.059,1.323,1.165,0.068,0.076,0.063,1.445,0,0,1
315,0.055,1.329,1.169,0.068,0.075,0.063,1.446,0,0,1
316,0.044,1.306,1.171,0.044,0.074,0.062,1.412,2,0,1
318,0.043,1.338,1.167,0.067,0.075,0.063,1.444,1,0,1
320,0.058,1.331,1.169,0.069,0.075,0.062,1.452,0,0,1
321,0.042,1.297,1.169,0.039,0.074,0.059,1.398,0,0,1
322,0.051,1.356,1.183,0.079,0.077,0.062,1.469,1,0,1
324,0.060,1.330,1.166,0.074,0.075,0.063,1.453,0,0,1
325,0.065,1.329,1.166,0.071,0.076,0.063,1.457,0,0,1
326,0.078,1.326,1.168,0.070,0.074,0.063,1.467,0,0,1
327,0.063,1.324,1.164,0.070,0.074,0.062,1.449,0,0,1
328,0.079,1.326,1.167,0.070,0.074,0.063,1.469,0,0,1
329,0.064,1.327,1.167,0.071,0.073,0.062,1.453,0,0,1
330,0.081,1.306,1.170,0.045,0.075,0.062,1.449,0,0,1
331,0.063,1.328,1.167,0.070,0.075,0.062,1.453,0,0,1
332,0.080,1.329,1.166,0.071,0.075,0.062,1.471,0,0,1
333,0.062,1.329,1.167,0.071,0.076,0.063,1.454,0,0,1
334,0.083,1.331,1.168,0.070,0.076,0.062,1.476,0,0,1
335,0.072,1.323,1.166,0.069,0.074,0.079,1.474,0,0,1
336,0.078,1.387,1.213,0.080,0.077,0.062,1.527,0,0,1
337,0.066,1.356,1.181,0.079,0.078,0.062,1.484,0,0,1
338,0.079,1.330,1.168,0.071,0.075,0.062,1.471,0,0,1
339,0.064,1.326,1.165,0.072,0.074,0.064,1.455,0,0,1
340,0.083,1.326,1.167,0.070,0.074,0.062,1.471,0,0,1
341,0.074,1.331,1.166,0.073,0.075,0.063,1.467,0,0,1
342,0.079,1.325,1.166,0.070,0.074,0.062,1.466,0,0,1
343,0.064,1.403,1.228,0.080,0.077,0.064,1.531,0,0,1
344,0.078,1.331,1.169,0.070,0.076,0.062,1.471,0,0,1
345,0.062,1.323,1.165,0.069,0.074,0.063,1.448,0,0,1
346,0.063,1.326,1.166,0.070,0.074,0.063,1.451,1,0,1
348,0.079,1.296,1.166,0.040,0.074,0.062,1.437,0,0,1
349,0.061,1.331,1.166,0.072,0.076,0.062,1.454,0,0,1
350,0.084,1.293,1.166,0.037,0.075,0.044,1.421,0,0,1
351,0.060,1.385,1.210,0.080,0.076,0.063,1.508,0,0,1
352,0.082,1.332,1.169,0.072,0.076,0.062,1.476,0,0,1
353,0.061,1.324,1.166,0.070,0.074,0.063,1.448,0,0,1
354,0.078,1.329,1.168,0.070,0.076,0.063,1.471,0,0,1
355,0.065,1.326,1.166,0.071,0.074,0.063,1.454,0,0,1
356,0.082,1.339,1.170,0.075,0.076,0.063,1.484,0,0,1
357,0.068,1.328,1.167,0.070,0.076,0.062,1.458,0,0,1
358,0.082,1.325,1.165,0.070,0.075,0.062,1.469,0,0,1
359,0.067,1.330,1.167,0.072,0.075,0.063,1.461,0,0,1
360,0.083,1.328,1.165,0.071,0.076,0.062,1.473,0,0,1
361,0.066,1.297,1.168,0.040,0.074,0.068,1.432,0,0,1
362,0.081,1.339,1.167,0.083,0.074,0.063,1.484,0,0,1
363,0.068,1.325,1.165,0.070,0.074,0.063,1.455,0,0,1
364,0.082,1.929,1.785,0.044,0.079,0.069,2.080,0,0,1
365,0.086,1.338,1.169,0.070,0.077,0.069,1.493,0,0,1
366,0.077,1.358,1.176,0.079,0.079,0.069,1.504,1,0,1
368,0.087,1.374,1.178,0.093,0.080,0.071,1.532,0,0,1
369,0.068,1.359,1.176,0.080,0.078,0.067,1.494,0,0,1
370,0.085,1.342,1.171,0.071,0.077,0.069,1.496,0,0,1
371,0.066,1.341,1.169,0.073,0.077,0.067,1.474,0,0,1
372,0.074,1.331,1.177,0.050,0.078,0.067,1.472,1,0,1
374,0.087,1.339,1.168,0.070,0.079,0.069,1.495,0,0,1
375,0.071,1.343,1.170,0.071,0.078,0.067,1.482,0,0,1
376,0.077,1.361,1.177,0.078,0.080,0.067,1.505,1,0,1
378,0.053,1.342,1.172,0.071,0.076,0.068,1.463,1,0,1
380,0.065,1.335,1.167,0.070,0.078,0.071,1.472,0,0,1
381,0.051,1.344,1.172,0.074,0.077,0.067,1.462,0,0,1
382,0.088,1.355,1.174,0.079,0.078,0.067,1.510,0,0,1
383,0.074,1.336,1.173,0.060,0.079,0.069,1.479,0,0,1
384,0.087,1.341,1.171,0.071,0.077,0.068,1.495,0,0,1
385,0.071,1.340,1.169,0.071,0.077,0.067,1.479,0,0,1
386,0.087,1.352,1.177,0.076,0.077,0.075,1.514,0,0,1
387,0.070,1.399,1.213,0.081,0.080,0.068,1.536,0,0,1
388,0.086,1.350,1.170,0.073,0.078,0.067,1.504,0,0,1
389,0.073,1.342,1.169,0.073,0.078,0.067,1.481,0,0,1
390,0.084,1.342,1.169,0.071,0.079,0.068,1.494,0,0,1
391,0.088,1.359,1.175,0.080,0.078,0.068,1.514,1,0,1
393,0.069,1.347,1.175,0.074,0.075,0.069,1.485,0,0,1
394,0.092,1.339,1.170,0.072,0.077,0.067,1.498,0,0,1
395,0.083,1.375,1.176,0.080,0.095,0.069,1.527,0,0,1
396,0.088,1.341,1.171,0.071,0.077,0.067,1.495,0,0,1
397,0.072,1.340,1.168,0.074,0.077,0.069,1.481,0,0,1
398,0.089,1.341,1.169,0.074,0.077,0.073,1.503,0,0,1
399,0.081,1.400,1.215,0.081,0.079,0.068,1.548,0,0,1
400,0.089,1.312,1.173,0.040,0.077,0.072,1.473,0,0,1
401,0.080,1.338,1.169,0.069,0.078,0.067,1.485,0,0,1
402,0.088,1.339,1.169,0.070,0.077,0.068,1.495,0,0,1
403,0.072,1.340,1.168,0.070,0.078,0.068,1.479,0,0,1
404,0.093,1.355,1.175,0.078,0.078,0.067,1.514,0,0,1
405,0.072,1.389,1.191,0.095,0.079,0.068,1.529,0,0,1
406,0.088,1.342,1.171,0.071,0.076,0.067,1.497,0,0,1
407,0.067,1.339,1.169,0.072,0.077,0.067,1.473,0,0,1
408,0.104,1.338,1.169,0.069,0.077,0.068,1.509,0,0,1
409,0.071,1.356,1.176,0.079,0.078,0.070,1.497,0,0,1
410,0.092,1.342,1.168,0.072,0.077,0.067,1.501,0,0,1
411,0.081,1.356,1.177,0.078,0.078,0.072,1.510,0,0,1
412,0.090,1.358,1.175,0.080,0.078,0.086,1.534,0,0,1
413,0.074,1.339,1.169,0.071,0.076,0.068,1.482,0,0,1
414,0.090,1.355,1.174,0.079,0.077,0.068,1.513,0,0,1
415,0.075,1.342,1.169,0.071,0.080,0.068,1.486,0,0,1
416,0.066,1.340,1.170,0.072,0.077,0.068,1.474,0,0,1
417,0.049,1.358,1.171,0.076,0.091,0.069,1.476,0,0,1
418,0.064,1.338,1.170,0.070,0.077,0.069,1.471,0,0,1
419,0.075,1.338,1.169,0.070,0.078,0.067,1.480,0,0,1
420,0.091,1.344,1.170,0.072,0.076,0.068,1.503,0,0,1
421,0.077,1.354,1.175,0.078,0.078,0.067,1.497,0,0,1
422,0.087,1.326,1.175,0.049,0.078,0.069,1.481,0,0,1
423,0.068,1.339,1.169,0.071,0.077,0.067,1.475,0,0,1
424,0.086,1.338,1.171,0.069,0.077,0.068,1.492,0,0,1
425,0.068,1.342,1.169,0.074,0.076,0.068,1.478,0,0,1
426,0.065,1.356,1.175,0.078,0.078,0.067,1.488,0,0,1
427,0.079,1.326,1.176,0.048,0.079,0.067,1.472,0,0,1
428,0.090,1.345,1.172,0.071,0.080,0.067,1.503,0,0,1
429,0.071,1.337,1.170,0.069,0.079,0.068,1.476,0,0,1
430,0.089,1.348,1.173,0.075,0.078,0.070,1.507,0,0,1
431,0.080,1.359,1.177,0.079,0.077,0.069,1.507,0,0,1
432,0.071,1.315,1.170,0.047,0.076,0.069,1.455,0,0,1
433,0.051,1.340,1.170,0.070,0.076,0.066,1.457,0,0,1
434,0.075,1.337,1.169,0.070,0.077,0.067,1.479,0,0,1
435,0.068,1.350,1.174,0.075,0.079,0.069,1.487,0,0,1
