sample_id,total_ms,predicted,actual,correct
599,21.468,0,0,1
600,21.901,0,0,1
601,21.364,0,0,1
602,21.514,0,0,1
603,21.486,0,0,1
604,21.502,0,0,1
605,21.427,0,0,1
606,21.581,0,0,1
607,21.432,0,0,1
608,21.493,0,0,1
609,21.272,0,0,1
610,21.662,0,0,1
611,21.305,1,0,0
612,21.642,0,0,1
613,21.558,0,0,1
614,21.460,3,0,0
615,21.566,0,0,1
616,21.505,0,0,1
617,21.648,0,0,1
618,21.466,3,0,0
619,21.374,0,0,1
620,21.396,0,0,1
621,21.400,4,0,0
622,21.556,0,0,1
623,22.478,0,0,1
624,21.364,0,0,1
625,21.642,0,0,1
626,21.352,0,0,1
627,21.297,0,0,1
628,21.421,0,0,1
629,21.534,0,0,1
630,21.357,0,0,1
631,21.491,0,0,1
632,21.454,0,0,1
633,21.455,0,0,1
634,21.388,0,0,1
635,21.307,0,0,1
636,21.450,0,0,1
637,21.277,0,0,1
638,22.139,0,0,1
639,21.910,3,0,0
640,22.555,0,0,1
641,22.540,0,0,1
642,22.542,4,0,0
643,22.546,0,0,1
644,22.225,0,0,1
645,21.442,0,0,1
646,21.949,0,0,1
647,21.281,0,0,1
648,21.398,5,0,0
649,21.348,0,0,1
650,21.674,0,0,1
651,21.436,0,0,1
652,21.267,0,0,1
653,20.801,0,0,1
654,20.769,5,0,0
655,20.578,0,0,1
656,20.539,0,0,1
657,20.527,0,0,1
658,20.690,0,0,1
659,21.016,0,0,1
660,20.656,0,0,1
661,20.698,0,0,1
662,20.566,0,0,1
663,20.549,0,0,1
664,20.538,1,0,0
665,20.540,0,0,1
666,20.498,0,0,1
667,20.512,5,0,0
668,21.088,5,0,0
669,20.745,0,0,1
670,21.285,0,0,1
671,20.515,0,0,1
672,20.820,0,0,1
673,20.580,4,0,0
674,20.566,0,0,1
675,20.555,0,0,1
676,20.814,5,0,0
677,20.729,0,0,1
678,21.017,0,0,1
679,20.647,0,0,1
680,20.614,0,0,1
681,20.540,0,0,1
682,20.549,0,0,1
683,20.763,0,0,1
684,20.639,0,0,1
685,20.704,0,0,1
686,20.925,0,0,1
687,20.795,1,0,0
688,20.630,0,0,1
689,20.666,0,0,1
690,20.570,0,0,1
691,20.862,0,0,1
692,20.740,0,0,1
693,20.516,0,0,1
694,21.061,0,0,1
695,20.559,0,0,1
696,20.604,0,0,1
697,20.631,0,0,1
698,20.611,0,0,1
699,20.614,0,0,1
700,20.520,0,0,1
701,27.815,0,0,1
702,20.500,0,0,1
703,20.540,5,0,0
704,20.572,0,0,1
705,20.502,0,0,1
706,20.596,0,0,1
707,20.603,0,0,1
708,20.613,0,0,1
709,20.499,0,0,1
710,21.060,4,0,0
711,20.986,4,0,0
712,21.671,5,0,0
713,21.514,0,0,1
714,21.134,0,0,1
715,21.290,5,0,0
716,21.595,0,0,1
717,21.434,3,0,0
718,21.931,1,0,0
719,21.232,0,0,1
720,21.322,0,0,1
721,21.789,0,0,1
722,21.749,0,0,1
723,21.936,0,0,1
724,21.934,0,0,1
725,21.303,0,0,1
726,21.534,0,0,1
727,21.748,0,0,1
728,21.296,3,0,0
729,21.451,0,0,1
730,21.285,0,0,1
731,21.478,5,0,0
732,21.253,0,0,1
733,21.342,0,0,1
734,21.261,0,0,1
735,21.387,0,0,1
736,21.537,0,0,1
737,21.254,0,0,1
738,21.272,0,0,1
739,21.267,4,0,0
740,21.848,0,0,1
741,22.359,4,0,0
742,21.389,0,0,1
743,21.331,0,0,1
744,21.351,0,0,1
745,21.424,5,0,0
746,21.353,5,0,0
747,21.287,0,0,1
748,21.327,3,0,0
749,21.262,0,0,1
750,21.283,0,0,1
751,21.304,0,0,1
752,21.459,0,0,1
753,21.438,0,0,1
754,21.415,0,0,1
755,21.372,0,0,1
756,21.327,0,0,1
757,21.342,0,0,1
758,21.254,0,0,1
759,21.255,0,0,1
760,21.300,0,0,1
761,21.240,0,0,1
762,21.283,0,0,1
763,21.388,1,0,0
764,21.459,4,0,0
765,21.716,0,0,1
766,21.138,0,0,1
767,21.256,0,0,1
768,20.793,5,0,0
769,20.575,0,0,1
770,21.018,0,0,1
771,21.399,0,0,1
772,20.658,0,0,1
773,20.826,0,0,1
774,20.787,0,0,1
775,20.762,0,0,1
776,20.943,0,0,1
777,20.560,0,0,1
778,20.538,0,0,1
779,20.565,0,0,1
780,20.672,0,0,1
781,20.803,0,0,1
782,21.024,0,0,1
783,20.684,0,0,1
784,20.678,0,0,1
785,20.640,0,0,1
786,20.767,0,0,1
787,20.658,0,0,1
788,20.542,0,0,1
789,21.230,0,0,1
790,20.582,0,0,1
791,20.623,0,0,1
792,21.233,0,0,1
793,20.734,0,0,1
794,20.651,0,0,1
795,20.672,0,0,1
796,20.536,5,0,0
797,20.582,0,0,1
798,20.794,0,0,1
799,20.570,0,0,1
800,20.992,0,0,1
801,20.898,0,0,1
802,20.797,0,0,1
803,20.679,0,0,1
804,20.597,0,0,1
805,20.712,0,0,1
806,21.908,0,0,1
807,21.371,0,0,1
808,22.378,5,0,0
809,22.549,0,0,1
810,22.558,0,0,1
811,21.897,5,0,0
812,22.760,0,0,1
813,21.800,0,0,1
814,21.142,0,0,1
815,20.874,0,0,1
816,21.149,0,0,1
817,20.858,4,0,0
818,21.328,0,0,1
819,20.875,0,0,1
820,20.709,0,0,1
821,21.120,0,0,1
822,21.723,3,0,0
823,21.128,0,0,1
824,21.471,0,0,1
825,21.321,0,0,1
826,21.586,0,0,1
827,21.096,0,0,1
828,20.837,0,0,1
829,20.734,0,0,1
830,21.506,0,0,1
831,22.057,0,0,1
832,21.419,0,0,1
833,21.349,0,0,1
834,21.383,0,0,1
835,21.537,0,0,1
836,22.806,0,0,1
837,22.465,0,0,1
838,21.546,0,0,1
839,21.366,0,0,1
840,21.405,0,0,1
841,21.289,0,0,1
842,21.417,0,0,1
843,21.271,0,0,1
844,21.249,0,0,1
845,21.223,0,0,1
846,21.218,0,0,1
847,21.280,0,0,1
848,21.922,0,0,1
849,21.975,0,0,1
850,21.515,0,0,1
851,22.079,0,0,1
852,21.308,0,0,1
853,21.279,0,0,1
854,21.479,0,0,1
855,21.260,0,0,1
856,21.450,0,0,1
857,21.839,0,0,1
858,21.650,0,0,1
859,21.909,0,0,1
860,21.186,0,0,1
861,21.779,0,0,1
862,21.215,0,0,1
863,21.231,0,0,1
864,21.357,0,0,1
865,21.147,0,0,1
866,21.794,5,0,0
867,21.106,0,0,1
868,21.167,5,0,0
869,21.091,0,0,1
870,21.156,0,0,1
871,21.188,0,0,1
872,21.097,5,0,0
873,21.102,0,0,1
874,21.035,0,0,1
875,21.431,0,0,1
876,21.338,0,0,1
877,21.058,4,0,0
878,21.060,0,0,1
879,21.105,3,0,0
880,21.207,0,0,1
881,21.442,0,0,1
882,21.303,0,0,1
883,24.270,0,0,1
884,24.298,0,0,1
885,24.315,0,0,1
886,24.289,0,0,1
887,24.266,0,0,1
888,24.291,0,0,1
889,24.262,0,0,1
890,24.280,0,0,1
891,24.269,0,0,1
892,24.269,0,0,1
893,24.291,0,0,1
894,42.147,0,0,1
895,24.259,0,0,1
896,24.267,5,0,0
897,24.279,0,0,1
898,24.274,0,0,1
899,24.251,0,0,1
900,24.274,0,0,1
901,24.274,0,0,1
902,23.837,0,0,1
903,20.860,0,0,1
904,20.711,0,0,1
905,20.506,0,0,1
906,20.474,0,0,1
907,20.508,0,0,1
908,20.637,0,0,1
909,20.930,0,0,1
910,20.503,5,0,0
911,20.717,3,0,0
912,20.597,3,0,0
913,20.468,0,0,1
914,20.742,0,0,1
915,20.618,0,0,1
916,20.499,0,0,1
917,20.556,0,0,1
918,20.514,0,0,1
919,20.453,0,0,1
920,20.761,0,0,1
921,20.621,0,0,1
922,20.483,0,0,1
923,20.446,5,0,0
924,20.595,4,0,0
925,21.024,0,0,1
926,21.479,0,0,1
927,20.481,0,0,1
928,20.652,0,0,1
929,20.566,0,0,1
930,21.399,0,0,1
931,21.460,0,0,1
932,21.098,0,0,1
933,21.280,0,0,1
934,20.643,0,0,1
935,20.397,0,0,1
936,20.580,0,0,1
937,20.408,3,0,0
938,20.557,0,0,1
939,21.150,0,0,1
940,21.305,0,0,1
941,20.982,0,0,1
942,20.797,0,0,1
943,21.723,0,0,1
944,21.270,0,0,1
945,21.257,0,0,1
946,21.295,3,0,0
947,20.831,0,0,1
948,20.911,0,0,1
949,20.680,4,0,0
950,21.147,0,0,1
951,20.582,4,0,0
952,21.721,5,0,0
953,21.031,0,0,1
954,21.228,0,0,1
955,21.062,5,0,0
956,21.201,0,0,1
957,21.864,0,0,1
958,21.417,5,0,0
959,21.352,0,0,1
960,21.793,0,0,1
961,21.502,0,0,1
962,21.464,5,0,0
963,21.384,0,0,1
964,21.312,0,0,1
965,21.386,0,0,1
966,21.682,1,0,0
967,21.930,0,0,1
968,21.548,0,0,1
969,21.453,0,0,1
970,21.627,0,0,1
971,21.831,0,0,1
972,22.351,0,0,1
973,22.161,3,0,0
974,22.610,0,0,1
975,21.833,0,0,1
976,21.424,0,0,1
977,21.278,0,0,1
978,21.242,0,0,1
979,21.191,0,0,1
980,21.294,0,0,1
981,21.252,0,0,1
982,21.192,0,0,1
983,22.049,0,0,1
984,21.805,0,0,1
985,21.363,0,0,1
986,21.276,0,0,1
987,21.147,5,0,0
988,21.085,0,0,1
989,21.161,0,0,1
990,21.126,0,0,1
991,21.105,0,0,1
992,21.098,0,0,1
993,21.101,0,0,1
994,21.135,0,0,1
995,21.164,0,0,1
996,21.310,0,0,1
997,22.472,0,0,1
998,21.340,0,0,1
999,21.755,0,0,1
1000,21.747,0,0,1
1001,21.085,0,0,1
1002,21.485,0,0,1
1003,21.270,5,0,0
1004,20.459,0,0,1
1005,20.545,0,0,1
1006,20.688,0,0,1
1007,20.605,0,0,1
1008,20.520,0,0,1
1009,20.503,0,0,1
1010,20.539,5,0,0
1011,20.573,0,0,1
1012,20.516,0,0,1
1013,20.569,0,0,1
1014,20.694,0,0,1
1015,21.372,4,0,0
1016,20.998,0,0,1
1017,20.750,0,0,1
1018,20.663,0,0,1
1019,20.638,4,0,0
1020,20.524,0,0,1
1021,21.323,0,0,1
1022,20.510,0,0,1
1023,20.561,5,0,0
1024,20.563,0,0,1
1025,20.744,0,0,1
1026,20.775,0,0,1
1027,21.255,0,0,1
1028,21.251,1,0,0
1029,21.251,0,0,1
1030,21.246,0,0,1
1031,21.226,0,0,1
1032,21.114,0,0,1
1033,20.698,0,0,1
1034,20.887,0,0,1
1035,20.688,0,0,1
1036,20.641,0,0,1
1037,20.613,0,0,1
1038,20.529,0,0,1
1039,20.532,0,0,1
1040,20.556,5,0,0
1041,20.514,0,0,1
1042,20.717,0,0,1
1043,20.679,0,0,1
1044,21.043,0,0,1
1045,21.458,0,0,1
1046,20.559,3,0,0
1047,20.962,0,0,1
1048,21.215,0,0,1
1049,20.765,0,0,1
1050,20.740,0,0,1
1051,21.204,0,0,1
1052,20.599,0,0,1
1053,20.604,0,0,1
1054,20.777,0,0,1
1055,21.061,0,0,1
1056,20.651,0,0,1
1057,20.546,0,0,1
1058,20.535,0,0,1
1059,20.515,0,0,1
1060,21.003,0,0,1
1061,20.572,0,0,1
1062,21.313,0,0,1
1063,21.717,0,0,1
1064,21.113,0,0,1
1065,21.250,0,0,1
1066,21.073,0,0,1
1067,21.580,0,0,1
1068,21.355,0,0,1
1069,22.045,0,0,1
1070,21.388,0,0,1
1071,21.746,0,0,1
1072,21.347,0,0,1
1073,21.251,0,0,1
1074,21.441,0,0,1
1075,21.193,0,0,1
1076,21.499,0,0,1
1077,21.182,0,0,1
1078,21.293,0,0,1
1079,21.332,0,0,1
1080,21.442,0,0,1
1081,21.794,0,0,1
1082,21.708,0,0,1
1083,21.600,0,0,1
1084,21.287,4,0,0
1085,21.533,0,0,1
1086,21.579,0,0,1
1087,21.395,0,0,1
1088,21.250,0,0,1
1089,21.218,5,0,0
1090,21.215,0,0,1
1091,21.217,4,0,0
1092,22.030,0,0,1
1093,21.180,0,0,1
1094,21.559,0,0,1
1095,21.274,0,0,1
1096,21.322,0,0,1
1097,21.688,0,0,1
1098,21.110,4,0,0
1099,21.064,0,0,1
1100,21.027,0,0,1
1101,21.427,5,0,0
1102,21.551,0,0,1
1103,21.283,0,0,1
1104,21.175,0,0,1
1105,21.008,0,0,1
1106,23.556,0,0,1
1107,21.538,0,0,1
1108,21.083,0,0,1
1109,21.007,0,0,1
1110,21.011,0,0,1
1111,21.062,0,0,1
1112,21.235,0,0,1
1113,21.325,0,0,1
1114,21.762,0,0,1
1115,22.181,0,0,1
1116,21.205,0,0,1
1117,21.630,0,0,1
1118,20.627,3,0,0
1119,20.619,0,0,1
1120,20.638,0,0,1
1121,20.640,0,0,1
1122,20.746,0,0,1
1123,20.813,0,0,1
1124,20.525,0,0,1
1125,20.420,0,0,1
1126,20.552,5,0,0
1127,20.668,5,0,0
1128,20.920,0,0,1
1129,20.555,0,0,1
1130,20.574,0,0,1
1131,20.524,0,0,1
1132,20.555,0,0,1
1133,20.528,0,0,1
1134,20.778,0,0,1
1135,20.448,1,0,0
1136,20.438,0,0,1
1137,20.861,5,0,0
1138,21.232,0,0,1
1139,22.453,0,0,1
1140,22.624,0,0,1
1141,22.510,0,0,1
1142,22.508,0,0,1
1143,22.502,0,0,1
1144,21.962,3,0,0
1145,21.986,0,0,1
1146,21.296,0,0,1
1147,20.853,0,0,1
1148,20.888,0,0,1
1149,20.766,0,0,1
