sample_id,h2d_ms,kernel_ms,k1_ms,k2_ms,k3_ms,d2h_ms,total_ms,predicted,actual,correct
57,0.070,1.054,0.822,0.066,0.123,0.045,1.169,0,0,1
58,0.117,1.055,0.822,0.068,0.123,0.106,1.277,0,0,1
59,0.083,1.057,0.821,0.070,0.123,0.039,1.179,0,0,1
60,0.132,1.054,0.820,0.067,0.124,0.101,1.287,0,0,1
61,0.086,1.059,0.824,0.067,0.126,0.041,1.186,0,0,1
62,0.133,1.060,0.822,0.068,0.127,0.103,1.296,0,0,1
63,0.075,1.059,0.823,0.068,0.126,0.045,1.179,0,0,1
64,0.132,1.058,0.821,0.068,0.125,0.104,1.294,0,0,1
65,0.077,1.028,0.822,0.039,0.124,0.038,1.143,0,0,1
66,0.118,1.060,0.822,0.069,0.126,0.104,1.282,0,0,1
67,0.076,1.058,0.823,0.069,0.125,0.052,1.186,0,0,1
68,0.116,1.057,0.821,0.071,0.123,0.091,1.265,0,0,1
69,0.067,1.035,0.823,0.068,0.124,0.073,1.176,0,0,1
70,0.116,1.056,0.823,0.068,0.125,0.077,1.249,0,0,1
71,0.067,1.064,0.826,0.071,0.125,0.078,1.210,0,0,1
72,0.129,1.059,0.827,0.067,0.124,0.079,1.267,0,0,1
73,0.065,1.056,0.821,0.069,0.124,0.078,1.199,0,0,1
74,0.116,1.055,0.822,0.068,0.124,0.087,1.258,0,0,1
75,0.066,1.022,0.819,0.037,0.124,0.073,1.161,0,0,1
76,0.064,0.996,0.818,0.038,0.124,0.072,1.132,4,0,1
78,0.113,0.995,0.817,0.037,0.123,0.084,1.192,0,0,1
79,0.072,1.027,0.819,0.067,0.125,0.071,1.171,0,0,1
80,0.129,1.023,0.818,0.065,0.124,0.074,1.226,0,0,1
81,0.065,1.026,0.818,0.068,0.124,0.047,1.138,0,0,1
82,0.060,1.025,0.818,0.068,0.124,0.100,1.185,0,0,1
83,0.073,1.088,0.849,0.070,0.142,0.071,1.232,0,0,1
84,0.111,1.076,0.850,0.075,0.125,0.086,1.272,5,0,1
86,0.114,1.062,0.849,0.071,0.124,0.126,1.302,0,0,1
87,0.119,1.027,0.819,0.069,0.122,0.104,1.250,5,0,1
89,0.064,1.021,0.817,0.064,0.124,0.101,1.186,0,0,1
90,0.126,1.023,0.817,0.036,0.129,0.113,1.262,0,0,1
91,0.067,1.029,0.822,0.067,0.122,0.101,1.196,0,0,1
92,0.115,1.021,0.817,0.065,0.124,0.031,1.168,0,0,1
93,0.098,1.073,0.849,0.073,0.130,0.032,1.203,4,0,1
95,0.061,1.043,0.824,0.070,0.130,0.075,1.179,0,0,1
96,0.113,1.052,0.820,0.070,0.143,0.038,1.203,0,0,1
97,0.034,1.063,0.849,0.071,0.126,0.071,1.168,0,0,1
98,0.130,1.086,0.865,0.078,0.124,0.029,1.244,0,0,1
99,0.044,1.043,0.823,0.072,0.130,0.074,1.162,0,0,1
100,0.118,1.025,0.819,0.067,0.122,0.031,1.174,0,0,1
101,0.036,1.025,0.818,0.069,0.124,0.071,1.132,0,0,1
102,0.135,1.025,0.817,0.067,0.126,0.028,1.188,0,0,1
103,0.047,1.051,0.818,0.068,0.124,0.075,1.173,0,0,1
104,0.134,1.054,0.821,0.066,0.124,0.034,1.221,0,0,1
105,0.061,1.051,0.820,0.066,0.122,0.074,1.187,0,0,1
106,0.131,1.053,0.820,0.067,0.124,0.105,1.289,0,0,1
107,0.099,1.093,0.854,0.071,0.125,0.090,1.282,0,0,1
108,0.131,1.099,0.835,0.082,0.135,0.103,1.334,0,0,1
109,0.065,1.077,0.825,0.072,0.135,0.105,1.247,0,0,1
110,0.132,1.093,0.834,0.082,0.130,0.078,1.303,0,0,1
111,0.066,1.091,0.834,0.081,0.129,0.103,1.260,0,0,1
112,0.149,1.075,0.825,0.073,0.130,0.102,1.326,0,0,1
113,0.065,1.097,0.836,0.082,0.131,0.070,1.232,0,0,1
114,0.135,1.069,0.824,0.072,0.128,0.102,1.306,0,0,1
115,0.041,1.047,0.825,0.072,0.130,0.099,1.187,0,0,1
116,0.131,1.066,0.832,0.082,0.132,0.074,1.272,0,0,1
117,0.063,1.040,0.820,0.072,0.130,0.098,1.201,0,0,1
118,0.065,1.097,0.836,0.082,0.131,0.102,1.264,5,0,1
120,0.134,1.073,0.825,0.072,0.131,0.095,1.302,0,0,1
121,0.040,1.085,0.827,0.082,0.128,0.103,1.228,0,0,1
122,0.135,1.109,0.868,0.072,0.125,0.103,1.347,0,0,1
123,0.065,1.086,0.835,0.080,0.141,0.069,1.220,0,0,1
124,0.081,1.068,0.851,0.073,0.124,0.075,1.224,0,0,1
125,0.063,1.072,0.857,0.072,0.124,0.105,1.240,0,0,1
126,0.037,1.106,0.869,0.084,0.132,0.101,1.244,3,0,1
128,0.128,1.106,0.872,0.082,0.131,0.075,1.309,0,0,1
129,0.065,1.010,0.824,0.039,0.127,0.041,1.116,5,0,1
131,0.034,1.001,0.820,0.036,0.127,0.100,1.135,0,0,1
132,0.099,0.998,0.818,0.035,0.127,0.030,1.127,0,0,1
133,0.031,1.022,0.819,0.035,0.125,0.103,1.155,0,0,1
134,0.133,1.026,0.820,0.034,0.125,0.036,1.194,0,0,1
135,0.063,1.024,0.821,0.032,0.128,0.104,1.191,0,0,1
136,0.126,1.027,0.820,0.035,0.125,0.035,1.188,0,0,1
137,0.063,1.023,0.819,0.033,0.124,0.103,1.188,0,0,1
138,0.127,1.022,0.821,0.032,0.125,0.034,1.184,0,0,1
139,0.062,1.029,0.824,0.034,0.126,0.102,1.192,0,0,1
140,0.127,1.023,0.819,0.034,0.124,0.035,1.185,0,0,1
141,0.061,1.026,0.820,0.033,0.129,0.103,1.190,0,0,1
142,0.128,1.028,0.823,0.035,0.125,0.035,1.190,0,0,1
143,0.063,1.025,0.821,0.034,0.125,0.103,1.190,0,0,1
144,0.128,1.023,0.820,0.032,0.125,0.034,1.184,0,0,1
145,0.061,1.035,0.821,0.032,0.125,0.104,1.200,0,0,1
146,0.128,1.000,0.821,0.034,0.125,0.033,1.161,0,0,1
147,0.061,0.998,0.820,0.034,0.125,0.100,1.159,0,0,1
148,0.072,1.003,0.819,0.039,0.126,0.102,1.178,1,0,1
150,0.125,0.998,0.819,0.033,0.127,0.030,1.152,0,0,1
151,0.060,1.004,0.828,0.032,0.126,0.102,1.166,0,0,1
152,0.075,1.006,0.828,0.034,0.126,0.031,1.112,0,0,1
153,0.060,1.006,0.828,0.033,0.127,0.100,1.166,0,0,1
154,0.145,1.080,0.899,0.033,0.129,0.030,1.255,0,0,1
155,0.060,1.074,0.861,0.041,0.128,0.105,1.239,0,0,1
156,0.061,1.604,1.402,0.044,0.131,0.074,1.739,4,0,1
158,0.129,1.043,0.827,0.037,0.131,0.103,1.275,0,0,1
159,0.076,1.044,0.830,0.038,0.130,0.107,1.227,0,0,1
160,0.074,1.021,0.831,0.038,0.132,0.099,1.194,1,0,1
162,0.129,1.018,0.829,0.038,0.132,0.098,1.245,0,0,1
163,0.075,1.024,0.828,0.044,0.132,0.066,1.164,0,0,1
164,0.127,1.014,0.826,0.037,0.132,0.101,1.242,0,0,1
165,0.076,1.084,0.896,0.038,0.132,0.099,1.259,0,0,1
166,0.132,1.019,0.827,0.042,0.131,0.069,1.221,0,0,1
167,0.075,1.014,0.828,0.037,0.130,0.099,1.188,0,0,1
168,0.141,1.080,0.896,0.036,0.130,0.101,1.322,0,0,1
169,0.074,1.010,0.826,0.037,0.128,0.070,1.153,0,0,1
170,0.099,1.011,0.826,0.037,0.129,0.099,1.209,0,0,1
171,0.074,1.010,0.826,0.037,0.128,0.099,1.183,0,0,1
172,0.128,1.011,0.826,0.038,0.129,0.116,1.255,0,0,1
173,0.049,1.077,0.865,0.037,0.130,0.103,1.228,0,0,1
174,0.130,1.041,0.830,0.036,0.128,0.104,1.274,0,0,1
175,0.076,1.030,0.829,0.038,0.129,0.089,1.194,0,0,1
176,0.129,1.011,0.826,0.038,0.129,0.117,1.257,5,0,1
179,0.049,1.078,0.865,0.038,0.130,0.091,1.217,0,0,1
180,0.131,1.043,0.830,0.038,0.128,0.104,1.279,0,0,1
181,0.075,1.014,0.828,0.037,0.128,0.095,1.184,0,0,1
182,0.069,1.041,0.828,0.038,0.130,0.103,1.212,0,0,1
183,0.074,1.042,0.827,0.038,0.130,0.103,1.219,0,0,1
184,0.130,1.018,0.830,0.038,0.129,0.116,1.264,0,0,1
185,0.050,1.117,0.881,0.049,0.139,0.072,1.239,0,0,1
186,0.065,1.064,0.843,0.046,0.130,0.071,1.200,0,0,1
187,0.044,1.072,0.852,0.050,0.144,0.084,1.200,0,0,1
188,0.048,1.075,0.832,0.038,0.163,0.083,1.207,0,0,1
189,0.060,1.036,0.838,0.032,0.123,0.037,1.133,0,0,1
190,0.094,1.034,0.832,0.033,0.124,0.050,1.177,4,0,1
192,0.056,1.062,0.829,0.028,0.163,0.052,1.171,4,0,1
194,0.065,1.094,0.843,0.041,0.163,0.049,1.207,5,0,1
196,0.054,1.076,0.833,0.034,0.164,0.044,1.174,0,0,1
197,0.035,1.085,0.833,0.034,0.172,0.058,1.179,0,0,1
198,0.086,1.099,0.849,0.057,0.154,0.081,1.266,0,0,1
199,0.036,1.071,0.847,0.046,0.142,0.046,1.154,0,0,1
200,0.058,1.023,0.840,0.031,0.127,0.057,1.138,0,0,1
201,0.041,0.985,0.818,0.026,0.126,0.028,1.054,5,0,1
203,0.037,0.987,0.820,0.027,0.124,0.029,1.053,5,0,1
205,0.028,0.983,0.818,0.026,0.124,0.053,1.063,0,0,1
206,0.038,0.985,0.819,0.026,0.126,0.036,1.059,0,0,1
207,0.028,0.987,0.820,0.027,0.126,0.053,1.068,0,0,1
208,0.035,0.988,0.819,0.026,0.126,0.029,1.051,0,0,1
209,0.028,0.985,0.820,0.026,0.125,0.053,1.066,0,0,1
210,0.033,0.989,0.820,0.029,0.125,0.028,1.050,0,0,1
211,0.028,0.995,0.820,0.025,0.131,0.048,1.071,0,0,1
212,0.048,0.997,0.827,0.027,0.126,0.071,1.115,0,0,1
213,0.041,0.992,0.823,0.028,0.124,0.056,1.089,0,0,1
214,0.048,0.998,0.822,0.027,0.126,0.069,1.115,0,0,1
215,0.041,0.982,0.819,0.025,0.124,0.054,1.077,0,0,1
216,0.038,0.985,0.819,0.026,0.125,0.068,1.091,0,0,1
217,0.034,0.989,0.822,0.027,0.125,0.068,1.091,4,0,1
219,0.027,0.982,0.819,0.025,0.124,0.046,1.054,0,0,1
220,0.032,0.985,0.820,0.026,0.124,0.046,1.063,0,0,1
221,0.027,0.986,0.821,0.027,0.124,0.069,1.082,0,0,1
222,0.033,0.987,0.819,0.025,0.128,0.074,1.094,0,0,1
223,0.025,0.990,0.820,0.025,0.132,0.053,1.069,0,0,1
224,0.034,1.021,0.822,0.026,0.153,0.077,1.132,0,0,1
225,0.063,1.020,0.824,0.025,0.155,0.051,1.133,0,0,1
226,0.040,1.025,0.825,0.025,0.158,0.078,1.143,0,0,1
227,0.040,0.998,0.825,0.027,0.129,0.047,1.085,0,0,1
228,0.052,1.016,0.819,0.027,0.155,0.070,1.138,0,0,1
229,0.048,1.015,0.820,0.025,0.158,0.043,1.105,0,0,1
230,0.031,1.011,0.818,0.025,0.154,0.046,1.088,0,0,1
231,0.055,1.013,0.818,0.025,0.155,0.077,1.144,3,0,1
233,0.047,1.014,0.819,0.026,0.156,0.047,1.108,0,0,1
234,0.057,1.019,0.822,0.026,0.156,0.068,1.144,0,0,1
235,0.027,1.016,0.820,0.025,0.156,0.046,1.089,0,0,1
236,0.052,1.015,0.820,0.025,0.156,0.068,1.136,0,0,1
237,0.046,1.013,0.819,0.025,0.156,0.042,1.102,0,0,1
238,0.035,1.015,0.819,0.025,0.157,0.070,1.121,0,0,1
239,0.046,1.011,0.818,0.025,0.155,0.044,1.101,0,0,1
240,0.053,1.012,0.818,0.025,0.155,0.045,1.110,0,0,1
241,0.046,1.015,0.819,0.027,0.155,0.044,1.105,0,0,1
242,0.052,1.018,0.818,0.026,0.158,0.082,1.152,0,0,1
243,0.048,1.016,0.820,0.025,0.158,0.042,1.106,0,0,1
244,0.032,0.986,0.819,0.025,0.128,0.070,1.088,0,0,1
245,0.047,1.013,0.819,0.025,0.155,0.051,1.111,0,0,1
246,0.058,1.013,0.819,0.025,0.156,0.071,1.142,0,0,1
247,0.035,1.018,0.821,0.026,0.156,0.071,1.123,4,0,1
249,0.052,1.013,0.818,0.026,0.155,0.045,1.110,3,0,1
251,0.045,1.020,0.821,0.028,0.156,0.045,1.110,0,0,1
252,0.055,1.014,0.820,0.025,0.155,0.069,1.138,0,0,1
253,0.047,1.012,0.819,0.025,0.155,0.046,1.105,0,0,1
254,0.056,0.996,0.820,0.026,0.130,0.074,1.126,0,0,1
255,0.055,1.019,0.820,0.025,0.157,0.072,1.147,1,0,1
257,0.048,1.037,0.821,0.025,0.174,0.050,1.135,0,0,1
258,0.045,1.034,0.823,0.027,0.167,0.072,1.152,0,0,1
259,0.049,1.019,0.822,0.025,0.155,0.046,1.114,0,0,1
260,0.061,1.020,0.820,0.025,0.157,0.048,1.128,0,0,1
261,0.031,1.019,0.821,0.026,0.156,0.051,1.100,0,0,1
262,0.053,1.014,0.821,0.025,0.154,0.069,1.137,0,0,1
263,0.046,1.013,0.820,0.025,0.155,0.041,1.100,0,0,1
264,0.058,1.021,0.822,0.029,0.155,0.070,1.149,0,0,1
265,0.046,1.016,0.819,0.027,0.156,0.049,1.111,0,0,1
266,0.063,1.013,0.819,0.026,0.155,0.071,1.147,0,0,1
267,0.045,0.988,0.820,0.027,0.128,0.051,1.084,0,0,1
268,0.052,1.013,0.820,0.025,0.154,0.075,1.141,0,0,1
269,0.036,1.012,0.819,0.026,0.155,0.045,1.093,0,0,1
270,0.051,1.014,0.819,0.026,0.155,0.044,1.109,0,0,1
271,0.053,1.016,0.820,0.025,0.157,0.052,1.121,0,0,1
272,0.053,1.013,0.818,0.026,0.156,0.069,1.135,0,0,1
273,0.045,1.014,0.820,0.025,0.156,0.048,1.107,0,0,1
274,0.051,1.022,0.823,0.026,0.155,0.077,1.150,0,0,1
275,0.060,1.015,0.820,0.025,0.157,0.070,1.145,4,0,1
277,0.046,0.989,0.819,0.026,0.130,0.041,1.076,0,0,1
278,0.046,1.013,0.819,0.025,0.156,0.065,1.124,4,0,1
280,0.054,1.011,0.820,0.025,0.154,0.045,1.110,0,0,1
281,0.045,1.024,0.821,0.028,0.156,0.043,1.113,0,0,1
282,0.052,1.016,0.820,0.025,0.157,0.086,1.154,0,0,1
283,0.047,1.015,0.817,0.026,0.157,0.066,1.128,0,0,1
284,0.052,1.018,0.822,0.027,0.154,0.072,1.143,0,0,1
285,0.045,1.017,0.820,0.025,0.155,0.064,1.126,0,0,1
286,0.053,1.012,0.818,0.026,0.155,0.077,1.142,0,0,1
287,0.046,0.999,0.829,0.026,0.130,0.043,1.088,0,0,1
288,0.058,1.014,0.821,0.024,0.155,0.070,1.142,0,0,1
289,0.053,0.998,0.819,0.025,0.141,0.045,1.097,5,0,1
291,0.046,0.989,0.819,0.028,0.129,0.065,1.099,0,0,1
292,0.053,0.984,0.820,0.027,0.123,0.077,1.114,0,0,1
293,0.047,0.982,0.819,0.025,0.125,0.064,1.093,0,0,1
294,0.054,0.987,0.820,0.028,0.125,0.070,1.111,0,0,1
295,0.047,0.985,0.821,0.026,0.125,0.064,1.096,0,0,1
296,0.055,0.983,0.820,0.026,0.124,0.070,1.107,0,0,1
297,0.034,0.986,0.819,0.026,0.128,0.070,1.090,4,0,1
299,0.045,1.014,0.819,0.026,0.155,0.065,1.124,0,0,1
300,0.049,1.019,0.822,0.027,0.153,0.080,1.148,1,0,1
302,0.054,1.017,0.820,0.026,0.156,0.077,1.148,0,0,1
303,0.046,1.012,0.819,0.026,0.155,0.064,1.123,0,0,1
304,0.052,1.000,0.820,0.026,0.139,0.069,1.121,0,0,1
305,0.048,1.012,0.818,0.026,0.155,0.079,1.139,0,0,1
306,0.053,1.012,0.818,0.025,0.155,0.105,1.170,0,0,1
307,0.036,1.040,0.823,0.025,0.170,0.047,1.123,0,0,1
308,0.027,1.014,0.820,0.025,0.155,0.064,1.106,5,0,1
310,0.035,1.027,0.819,0.025,0.164,0.075,1.136,0,0,1
311,0.026,1.019,0.820,0.028,0.157,0.066,1.111,0,0,1
312,0.036,1.016,0.821,0.025,0.155,0.075,1.127,0,0,1
313,0.027,1.014,0.820,0.025,0.155,0.065,1.105,0,0,1
314,0.032,1.015,0.821,0.026,0.154,0.067,1.114,0,0,1
315,0.027,1.014,0.820,0.025,0.155,0.069,1.111,0,0,1
316,0.041,1.016,0.819,0.028,0.154,0.080,1.137,0,0,1
317,0.033,1.015,0.819,0.025,0.156,0.067,1.115,5,0,1
319,0.026,1.013,0.819,0.025,0.156,0.064,1.104,0,0,1
320,0.032,1.014,0.818,0.025,0.157,0.072,1.117,0,0,1
321,0.025,1.016,0.821,0.026,0.155,0.065,1.106,0,0,1
322,0.027,1.014,0.819,0.025,0.156,0.063,1.104,4,0,1
324,0.032,0.991,0.821,0.027,0.129,0.069,1.092,0,0,1
325,0.026,1.015,0.820,0.026,0.155,0.067,1.109,0,0,1
326,0.033,1.013,0.818,0.025,0.156,0.077,1.123,0,0,1
327,0.025,1.016,0.820,0.027,0.155,0.081,1.122,0,0,1
328,0.034,1.023,0.823,0.026,0.159,0.070,1.126,0,0,1
329,0.027,0.988,0.819,0.027,0.128,0.061,1.076,0,0,1
330,0.042,0.984,0.819,0.025,0.127,0.070,1.097,0,0,1
331,0.026,0.989,0.821,0.027,0.127,0.067,1.082,0,0,1
332,0.036,0.984,0.819,0.026,0.124,0.070,1.090,0,0,1
333,0.027,1.019,0.821,0.027,0.128,0.067,1.113,0,0,1
334,0.034,0.997,0.823,0.027,0.126,0.055,1.087,0,0,1
335,0.055,1.003,0.823,0.025,0.126,0.083,1.141,0,0,1
336,0.067,1.007,0.825,0.027,0.127,0.081,1.155,0,0,1
337,0.033,1.011,0.835,0.026,0.126,0.051,1.096,0,0,1
338,0.068,0.997,0.824,0.025,0.124,0.076,1.141,0,0,1
339,0.057,0.991,0.822,0.025,0.124,0.071,1.119,0,0,1
340,0.065,0.999,0.824,0.025,0.125,0.056,1.121,0,0,1
341,0.039,1.000,0.823,0.027,0.126,0.072,1.112,0,0,1
342,0.066,1.007,0.826,0.025,0.126,0.086,1.160,0,0,1
343,0.054,0.996,0.823,0.027,0.124,0.072,1.122,0,0,1
344,0.046,1.003,0.824,0.028,0.127,0.077,1.125,0,0,1
345,0.063,1.006,0.824,0.026,0.124,0.079,1.148,5,0,1
347,0.042,1.014,0.826,0.028,0.126,0.116,1.172,0,0,1
348,0.076,1.011,0.827,0.026,0.126,0.090,1.177,0,0,1
349,0.060,0.998,0.825,0.025,0.124,0.087,1.146,0,0,1
350,0.046,1.001,0.824,0.028,0.125,0.076,1.123,0,0,1
351,0.056,0.994,0.822,0.026,0.124,0.106,1.156,0,0,1
352,0.060,0.995,0.822,0.025,0.125,0.083,1.138,0,0,1
353,0.038,0.998,0.822,0.029,0.125,0.108,1.144,0,0,1
354,0.061,0.998,0.822,0.025,0.125,0.076,1.135,0,0,1
355,0.057,0.999,0.823,0.027,0.127,0.107,1.162,0,0,1
356,0.062,0.993,0.821,0.025,0.124,0.078,1.133,5,0,1
359,0.054,1.031,0.822,0.027,0.154,0.117,1.202,0,0,1
360,0.071,1.032,0.823,0.027,0.155,0.076,1.178,0,0,1
361,0.056,1.035,0.823,0.025,0.164,0.105,1.196,0,0,1
362,0.061,1.035,0.828,0.029,0.155,0.076,1.172,0,0,1
363,0.055,1.024,0.823,0.025,0.154,0.106,1.185,0,0,1
364,0.067,1.022,0.822,0.025,0.153,0.077,1.166,0,0,1
365,0.054,1.028,0.823,0.028,0.154,0.107,1.189,0,0,1
366,0.061,1.023,0.822,0.025,0.153,0.076,1.160,0,0,1
367,0.077,1.022,0.822,0.025,0.153,0.107,1.206,0,0,1
368,0.062,1.026,0.822,0.028,0.152,0.082,1.170,0,0,1
369,0.058,1.028,0.824,0.025,0.156,0.107,1.192,0,0,1
370,0.071,1.027,0.824,0.025,0.153,0.078,1.176,0,0,1
371,0.058,1.027,0.823,0.027,0.153,0.107,1.193,0,0,1
372,0.066,1.026,0.823,0.025,0.155,0.077,1.168,0,0,1
373,0.057,1.026,0.821,0.027,0.156,0.106,1.189,0,0,1
374,0.066,1.030,0.822,0.026,0.156,0.062,1.158,0,0,1
375,0.058,1.030,0.824,0.025,0.153,0.111,1.199,0,0,1
376,0.066,1.030,0.824,0.026,0.153,0.051,1.147,0,0,1
377,0.066,1.028,0.823,0.025,0.156,0.038,1.132,4,0,1
379,0.057,1.028,0.825,0.027,0.153,0.111,1.196,0,0,1
380,0.066,1.029,0.824,0.027,0.153,0.039,1.134,0,0,1
381,0.045,1.027,0.822,0.027,0.155,0.038,1.109,4,0,1
383,0.063,1.029,0.824,0.027,0.152,0.109,1.201,0,0,1
384,0.064,1.039,0.823,0.026,0.165,0.044,1.147,0,0,1
385,0.058,1.024,0.822,0.025,0.153,0.108,1.189,0,0,1
386,0.063,1.051,0.824,0.053,0.151,0.046,1.160,0,0,1
387,0.071,1.076,0.828,0.060,0.162,0.053,1.200,5,0,1
389,0.035,1.021,0.827,0.034,0.135,0.107,1.163,0,0,1
390,0.065,1.068,0.826,0.057,0.159,0.050,1.183,0,0,1
391,0.058,1.064,0.825,0.057,0.157,0.111,1.233,0,0,1
392,0.066,1.064,0.825,0.058,0.157,0.051,1.181,0,0,1
393,0.057,1.068,0.826,0.059,0.158,0.107,1.232,0,0,1
394,0.056,1.067,0.826,0.059,0.158,0.110,1.234,1,0,1
396,0.036,1.079,0.826,0.059,0.169,0.106,1.221,4,0,1
398,0.059,1.103,0.825,0.057,0.157,0.066,1.228,0,0,1
399,0.060,1.122,0.831,0.059,0.164,0.116,1.298,0,0,1
400,0.039,1.126,0.835,0.061,0.161,0.116,1.281,5,0,1
402,0.068,1.120,0.831,0.059,0.159,0.061,1.249,0,0,1
403,0.043,1.042,0.826,0.032,0.158,0.051,1.136,4,0,1
405,0.056,1.042,0.826,0.035,0.158,0.108,1.206,0,0,1
406,0.039,1.050,0.826,0.032,0.168,0.049,1.138,0,0,1
407,0.039,1.042,0.826,0.033,0.158,0.109,1.190,0,0,1
408,0.042,1.035,0.824,0.030,0.158,0.049,1.126,0,0,1
409,0.036,1.044,0.824,0.033,0.163,0.050,1.129,0,0,1
410,0.042,1.039,0.826,0.031,0.158,0.051,1.132,0,0,1
411,0.041,1.077,0.827,0.057,0.169,0.060,1.178,3,0,1
413,0.051,1.044,0.828,0.035,0.158,0.071,1.166,0,0,1
414,0.041,1.038,0.823,0.031,0.160,0.050,1.129,0,0,1
415,0.038,1.038,0.825,0.033,0.158,0.071,1.147,0,0,1
416,0.042,1.039,0.825,0.033,0.158,0.051,1.131,0,0,1
417,0.037,1.038,0.825,0.032,0.158,0.071,1.146,0,0,1
418,0.040,1.037,0.825,0.031,0.158,0.053,1.131,0,0,1
419,0.075,1.046,0.825,0.033,0.156,0.073,1.194,0,0,1
420,0.041,1.037,0.825,0.030,0.159,0.050,1.127,0,0,1
421,0.073,1.042,0.826,0.033,0.159,0.070,1.185,0,0,1
422,0.039,1.076,0.825,0.032,0.156,0.058,1.173,0,0,1
423,0.076,1.089,0.831,0.031,0.158,0.079,1.243,0,0,1
424,0.043,1.064,0.829,0.030,0.160,0.067,1.173,0,0,1
425,0.048,1.054,0.828,0.030,0.158,0.055,1.158,5,0,1
427,0.075,1.053,0.828,0.033,0.159,0.056,1.184,0,0,1
428,0.047,1.061,0.828,0.032,0.167,0.055,1.162,0,0,1
